disease_korean_title,symptoms,okt_symptoms,disease_label
무뇌수두증, 경련,경련,421
무뇌이랑증,난치성 경련,난치 성 경련,422
무뇌이랑증, 심한 발달장애,심하다 발달장애,422
무뇌이랑증, 발육장애,발육 장애,422
무뇌이랑증, 손,손,422
무뇌이랑증, 손가락 또는 발가락의 기형,손가락 또는 발가락 기형,422
무뇌이랑증, 연하장애,연하 장애,422
무뇌이랑증, 이상소두증,이상 소두 증,422
무뇌이랑증, 정신운동장애,정신 운동 장애,422
활택뇌증,근육 경련과 발작,근육 경련 발작,979
활택뇌증, 발육장애,발육 장애,979
활택뇌증, 손,손,979
활택뇌증, 손가락 또는 발가락의 기형,손가락 또는 발가락 기형,979
활택뇌증, 심한 발달장애,심하다 발달장애,979
활택뇌증, 연하장애,연하 장애,979
활택뇌증, 이상 소두증,이상 소 두 증,979
활택뇌증, 정신운동장애,정신 운동 장애,979
활택뇌증, 눈의 기형,눈 기형,979
소뇌무발생,협응 운동 장애,협응 운동 장애,590
소뇌무발생, 비자발적 안구 운동,비자 발 적 안구 운동,590
소뇌무발생, 학습 장애,학습 장애,590
큰뇌이랑증,다양한 정도의 지적장애,다양하다 정도 지적장애,863
큰뇌이랑증, 심한 경련,심하다 경련,863
큰뇌이랑증, 주요 발달장애,주요 발달장애,863
전전뇌증(全前腦症),심한발달지연,심하다 발달 지연,774
전전뇌증(全前腦症), 뇌전증,뇌전증,774
전전뇌증(全前腦症), 수두증,수 두 증,774
전전뇌증(全前腦症), 수유장애,수유 장애,774
전전뇌증(全前腦症), 뇌하수체 이상,뇌하수체 이상,774
댄디-워커증후군,구토,구토,323
댄디-워커증후군, 대두증(macrocephaly),대두 증 macrocephaly,323
댄디-워커증후군, 비정상적인 호흡패턴,비정상 적 호흡 패턴,323
댄디-워커증후군, 안구진탕증(nystagmus,안구진탕증 nystagmus,323
댄디-워커증후군, jerky eyes),jerky eyes,323
댄디-워커증후군, 운동능력 발달의 지체,운동 능력 발달 지체,323
선천성 지카 바이러스 질환,소두증,소 두 증,573
선천성 지카 바이러스 질환, 뇌기형,뇌 기형,573
선천성 지카 바이러스 질환, 관절구축,관절 구축,573
선천성 지카 바이러스 질환, 과긴장증,과 긴장 증,573
선천성 지카 바이러스 질환, 황반 및 망막 이상,황반 및 망막 이상,573
선천성 지카 바이러스 질환, 청력 이상,청력 이상,573
선천성 지카 바이러스 질환, 발달지연,발달 지연,573
선천성 풍진증후군,감각신경성 난청,감각 신경 성 난청,575
선천성 풍진증후군, 백내장,백내장,575
선천성 풍진증후군, 폐동맥 협착,폐동맥 협착,575
선천성 풍진증후군, 뇌 손상,뇌 손상,575
선천성 풍진증후군, 지적 이상,지적 이상,575
선천성 풍진증후군, 소두증,소 두 증,575
선천성 풍진증후군, 강직성 양측마비,강직 성 양 측 마비,575
선천성 풍진증후군, 조산,조산,575
선천성 풍진증후군, 저체중 출생,저체중 출생,575
신장성 요붕증,다뇨,다뇨,632
신장성 요붕증, 갈증,갈증,632
신장성 요붕증, 탈수,탈수,632
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
고밀도침착병을 동반한 신증후군,단백뇨. 그 외 동반침범 부위와 연관된 증상,단백뇨 그 외 동반 침범 부위 연관 되다 증상,201
재발성 다발연골염,대동맥 판막에 영향을 받을 수 있음,대동맥 판막 영향 받다 수 있다,763
재발성 다발연골염, 신장의 염증,신장 염증,763
재발성 다발연골염, 코의 연골염,코 연골 염,763
성인의 킨뵉병,손목의 만성 통증과 기능 부전,손목 만성 통증 기능 부전,583
수근반달뼈의 골연골증(연소성)[킨뵉],손목의 통증과 붓기,손목 통증 붓기,599
수근반달뼈의 골연골증(연소성)[킨뵉], 손목 운동 범위의 제한,손목 운동 범위 제한,599
수근반달뼈의 골연골증(연소성)[킨뵉], 뻣뻣함,뻣뻣하다,599
수근반달뼈의 골연골증(연소성)[킨뵉], 압통,압통,599
수근반달뼈의 골연골증(연소성)[킨뵉], 악력의 약화,악 력 약화,599
상세불명의 뼈의 파젯병,침범된 부위의 통증. 관절염,침범 되다 부위 통증 관절염,519
상세불명의 뼈의 파젯병, 뼈의 약화 골절 및 변형. 청력상실,뼈 약화 골절 및 변형 청력 상실,519
기타 뼈의 파젯병,침범된 부위의 통증. 관절염,침범 되다 부위 통증 관절염,254
기타 뼈의 파젯병, 뼈의 약화 골절 및 변형.,뼈 약화 골절 및 변형,254
두개골의 파젯병,머리뼈의 과대 성장,머리뼈 과대 성장,334
두개골의 파젯병, 두개골 골절,두개골 골절,334
두개골의 파젯병, 청력감소,청력 감소,334
두개골의 파젯병, 진행성 두통,진행 성 두통,334
진행성 골화섬유형성이상,사지 관절 운동 장애,사지 관절 운동 장애,813
진행성 골화섬유형성이상, 수족지의 기형,수족 의 기형,813
진행성 골화섬유형성이상, 심폐 기능 장애,심폐 기능 장애,813
진행성 골화섬유형성이상, 재발성 종괴,재발 성 종괴,813
진행성 골화섬유형성이상, 척추 운동 장애,척추 운동 장애,813
진행성 골화섬유형성이상, 척추 측만증,척추 측만증,813
재발성 지방층염[웨버-크리스찬],근육통,근육통,764
재발성 지방층염[웨버-크리스찬], 발열,발열,764
재발성 지방층염[웨버-크리스찬], 복통,복통,764
재발성 지방층염[웨버-크리스찬], 피로감,피로 감,764
재발성 지방층염[웨버-크리스찬], 피하 결절,피하 결절,764
다초점 섬유경화증,다양한 장기의 증상을 나타낼 수 있으며,다양하다 장기 증상 나타내다 수 있다,296
다초점 섬유경화증, 발작,발작,296
다초점 섬유경화증, 신경마비,신경 마비,296
다초점 섬유경화증, 시력상실,시력 상실,296
다초점 섬유경화증, 심폐기능 이상,심폐 기능 이상,296
다초점 섬유경화증, 장폐색,장폐색,296
다초점 섬유경화증, 신기능 이상등을 초래할 수 있다.,신 기능 이 상등 초래 하다 수 있다,296
미만성(호산구성) 근막염,통증,통증,434
미만성(호산구성) 근막염, 피부의 염증과 부종,피부 염증 부종,434
미만성(호산구성) 근막염, 손목굴증후군(수근관 증후군),손목 굴 증후군 수근 관 증후군,434
류마티스성 다발근통,근육통,근육통,373
류마티스성 다발근통, 류마티스 관절염과 비슷한 증상,류마티스 관절염 비슷하다 증상,373
베체트병,구강 궤양,구강 궤양,459
베체트병, 눈의 염증,눈 염증,459
베체트병, 음부 궤양,음부 궤양,459
베체트병, 피부병변,피부 병변,459
혼합결합조직병,관절의 염증,관절 염증,972
혼합결합조직병, 근육쇠약,근육 쇠약,972
혼합결합조직병, 레이노 현상(Raynauds Phenimenon),레이노 현상 Raynauds Phenimenon,972
혼합결합조직병, 식도의 기능 이상,식도 기능 이상,972
혼합결합조직병, 신장ㆍ신경ㆍ심장ㆍ호흡기계,신장 ㆍ 신경 ㆍ 심장 ㆍ 호흡기 계,972
각막결막염을(를) 동반한 쉐그렌증후군,안구 건조,안구 건조,179
각막결막염을(를) 동반한 쉐그렌증후군, 입마름,입 마름,179
각막결막염을(를) 동반한 쉐그렌증후군, 치아 우식증,치아 우 식증,179
건조증후군[쉐그렌],관절염,관절염,193
건조증후군[쉐그렌], 구강 건조증,구강 건조 증,193
건조증후군[쉐그렌], 안구건조증,안구건조증,193
건조증후군[쉐그렌], 피부가 건조해짐,피부 건조하다 짐,193
건조증후군[쉐그렌], 혈관염,혈관염,193
신세뇨관-간질성 장애을(를) 동반한 쉐그렌증후군,안구 건조,안구 건조,631
신세뇨관-간질성 장애을(를) 동반한 쉐그렌증후군, 입마름,입 마름,631
신세뇨관-간질성 장애을(를) 동반한 쉐그렌증후군, 치아 우식증,치아 우 식증,631
신세뇨관-간질성 장애을(를) 동반한 쉐그렌증후군, 무증상,무증상,631
신세뇨관-간질성 장애을(를) 동반한 쉐그렌증후군, 혈뇨,혈뇨,631
신세뇨관-간질성 장애을(를) 동반한 쉐그렌증후군, 단백뇨,단백뇨,631
신세뇨관-간질성 장애을(를) 동반한 쉐그렌증후군, 신장 결석,신장 결석,631
근병증을(를) 동반한 쉐그렌증후군,안구 건조,안구 건조,236
근병증을(를) 동반한 쉐그렌증후군, 입마름,입 마름,236
근병증을(를) 동반한 쉐그렌증후군, 치아 우식증,치아 우 식증,236
근병증을(를) 동반한 쉐그렌증후군, 근력저하,근력 저하,236
폐침범을(를) 동반한 쉐그렌증후군,안구 건조,안구 건조,908
폐침범을(를) 동반한 쉐그렌증후군, 입마름,입 마름,908
폐침범을(를) 동반한 쉐그렌증후군, 치아 우식증,치아 우 식증,908
폐침범을(를) 동반한 쉐그렌증후군, 기침,기침,908
폐침범을(를) 동반한 쉐그렌증후군, 호흡곤란,호흡 곤란,908
폐침범을(를) 동반한 쉐그렌증후군, 가래,가래,908
근병증을 동반한 전신경화증,레이노 현상,레이노 현상,235
근병증을 동반한 전신경화증, 피부 경화,피부 경화,235
근병증을 동반한 전신경화증, 관절 증상,관절 증상,235
근병증을 동반한 전신경화증, 소화기능 장애,소화 기능 장애,235
근병증을 동반한 전신경화증, 폐섬유화,폐 섬유화,235
근병증을 동반한 전신경화증,레이노 현상,레이노 현상,235
근병증을 동반한 전신경화증, 피부 경화,피부 경화,235
근병증을 동반한 전신경화증, 관절 증상,관절 증상,235
근병증을 동반한 전신경화증, 소화기능 장애,소화 기능 장애,235
근병증을 동반한 전신경화증, 폐섬유화,폐 섬유화,235
"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합",피부가 단단하고 두꺼워짐,피부 단단하다 두껍다 짐,532
"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합", 손가락,손가락,532
"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합", 발가락이 부음,발가락 부다,532
"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합", 관절통 및 관절 경직,관절통 및 관절 경직,532
"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합",피부가 단단하고 두꺼워짐,피부 단단하다 두껍다 짐,532
"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합", 손가락,손가락,532
"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합", 발가락이 부음,발가락 부다,532
"석회증, 레이노현상, 식도기능장애, 경지증(硬指症), 모세혈관확장의 조합", 관절통 및 관절 경직,관절통 및 관절 경직,532
근병증을 동반한 전신경화증,레이노 현상,레이노 현상,235
근병증을 동반한 전신경화증, 피부 경화,피부 경화,235
근병증을 동반한 전신경화증, 관절 증상,관절 증상,235
근병증을 동반한 전신경화증, 소화기능 장애,소화 기능 장애,235
근병증을 동반한 전신경화증, 폐섬유화,폐 섬유화,235
다발근염,근무력,근무 력,290
다발근염, 레이노 현상(Raynaud`s phenomenon),레이노 현상 Raynaud s phenomenon,290
다발근염, 소화기계의 궤양,소화기 계 궤양,290
다발근염, 심장 박동 불규칙,심장 박동 불규칙,290
다발근염, 폐의 염증,폐 염증,290
다발근염, 흉부근육이 약해,흉부 근육 약하다,290
기타 피부근염,대칭적 근위부 근육 쇠약 및 위축,대칭 적 근 위부 근육 쇠약 및 위축,259
기타 피부근염, 부종과 홍반을 동반한 피부병변 (고트론 구진/징후),부종 홍반 동반 피부 병변 고 트론 구진 징후,259
연소성 피부근염,중심부 근육의 대칭적 위약,중심부 근육 대칭 적 위약,698
연소성 피부근염, 안검의 특징적 착색 및 부종,안검 특징 적 착색 및 부종,698
연소성 피부근염, 관절(손가락 마디,관절 손가락 마디,698
연소성 피부근염, 팔꿈치,팔꿈치,698
연소성 피부근염, 무릎,무릎,698
연소성 피부근염, 발목 등) 신전부의 구진성 홍반,발목 등 신전 부의 구 진성 홍반,698
연소성 피부근염, 전신 피로감,전신 피로 감,698
전신홍반루푸스에서의 대뇌동맥염,무증상 상태에서 뇌영상검사에서 발견되기도 하고 편마비,무증상 상태 뇌영상 검사 발견 되다 기도 하다 편 마비,773
전신홍반루푸스에서의 대뇌동맥염, 언어장애,언어장애,773
전신홍반루푸스에서의 대뇌동맥염, 의식저하와 같은 뇌졸중의 증상이 나타나기도 합니다.,의식 저 하와 같다 뇌졸중 증상 나타나다 하다,773
폐침범 동반 전신홍반루푸스,기침,기침,906
폐침범 동반 전신홍반루푸스, 숨참,숨 차다,906
폐침범 동반 전신홍반루푸스, 호흡곤란,호흡 곤란,906
폐침범 동반 전신홍반루푸스, 흉통,흉통,906
폐침범 동반 전신홍반루푸스, 흉막염,흉막염,906
폐침범 동반 전신홍반루푸스, 폐렴,폐렴,906
폐침범 동반 전신홍반루푸스, 객혈 등의 호흡기 증상,객혈 등 호흡기 증상,906
리브만-삭스병,심장 판막의 경화,심장 판막 경화,375
리브만-삭스병, 판막 역류 및 판막이 두꺼워지는 현상,판막 역류 및 판막 두껍다 현상,375
리브만-삭스병, 심내막염,심 내막 염,375
리브만-삭스병, 판막 역류에 의한 호흡곤란,판막 역류 의하다 호흡 곤란,375
세뇨관-간질신장병증 동반 전신홍반루푸스,루푸스 세뇨관-간질 신염의 임상 증상은 일반적인 신장 질환의 증상과 구별하기 어려우며,루푸스 세뇨관 간질 신 염 임 상 증상 일반 적 신장 질환 증상 구별 하다 어리다,587
세뇨관-간질신장병증 동반 전신홍반루푸스, 혈뇨,혈뇨,587
세뇨관-간질신장병증 동반 전신홍반루푸스, 단백뇨,단백뇨,587
세뇨관-간질신장병증 동반 전신홍반루푸스, 다리 부종,다리 부종,587
세뇨관-간질신장병증 동반 전신홍반루푸스, 고혈압,고혈압,587
세뇨관-간질신장병증 동반 전신홍반루푸스, 혈중 크레아티닌 상승,혈중 크레아티닌 상승,587
루푸스 심장낭염,전신성 홍반성 루푸스의 증상을 보이며 심낭염으로 나타나는 증상,전신 성 홍 반성 루푸스 증상 보이 심낭 염 나타나다 증상,372
기관 또는 계통 침범을 동반한 전신홍반루푸스,전신 쇠약감,전신 쇠약 감,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 피로,피로,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 발진,발진,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 구강 궤양,구강 궤양,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 관절 통증,관절 통증,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 열,열,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 체중변화,체중 변화,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 두통,두통,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 탈모,탈모,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 호흡시 가슴통증,호흡 시 가슴 통증,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 하지 부종,하다 부종,250
기관 또는 계통 침범을 동반한 전신홍반루푸스, 레이노 현상,레이노 현상,250
신장침범 동반 전신홍반루푸스,혈뇨,혈뇨,633
신장침범 동반 전신홍반루푸스, 단백뇨,단백뇨,633
신장침범 동반 전신홍반루푸스, 다리 부종,다리 부종,633
신장침범 동반 전신홍반루푸스, 고혈압,고혈압,633
신장침범 동반 전신홍반루푸스, 혈중 크레아티닌 상승 등,혈중 크레아티닌 상승 등,633
심내막염 동반 전신홍반루푸스,무증상,무증상,636
심내막염 동반 전신홍반루푸스, 심부전,심부전,636
전신홍반루푸스에서의 근병증,근육통,근육통,771
전신홍반루푸스에서의 근병증, 근력약화,근력 약화,771
전신홍반루푸스에서의 근병증, 근위축,근 위축,771
전신홍반루푸스에서의 근병증, 근염,근 염,771
사구체질환 동반 전신홍반루푸스,혈뇨,혈뇨,507
사구체질환 동반 전신홍반루푸스, 단백뇨,단백뇨,507
사구체질환 동반 전신홍반루푸스, 부종,부종,507
사구체질환 동반 전신홍반루푸스, 체중증가,체중 증가,507
사구체질환 동반 전신홍반루푸스, 고혈압,고혈압,507
전신홍반루푸스에서의 뇌염,무균성 뇌수막염,무균 성 뇌수막염,772
전신홍반루푸스에서의 뇌염, 뇌혈관 질환,뇌혈관 질환,772
전신홍반루푸스에서의 뇌염, 탈수초 증후군,탈수 초 증후군,772
전신홍반루푸스에서의 뇌염, 두통,두통,772
전신홍반루푸스에서의 뇌염, 이상 운동질환,이상 운동 질환,772
전신홍반루푸스에서의 뇌염, 척수이상,척수 이상,772
전신홍반루푸스에서의 뇌염, 경련,경련,772
전신홍반루푸스에서의 뇌염, 급성 의식저하,급성 의식 저하,772
전신홍반루푸스에서의 뇌염, 불안증,불안 증,772
전신홍반루푸스에서의 뇌염, 인지장애,인지장애,772
전신홍반루푸스에서의 뇌염, 기분장애 등의 다양한 형태로 나타납니다.,기분장애 등 다양하다 형태 나타나다,772
현미경적 다발동맥염,발열,발열,962
현미경적 다발동맥염, 관절통,관절통,962
현미경적 다발동맥염, 근육통,근육통,962
현미경적 다발동맥염, 호흡곤란,호흡 곤란,962
현미경적 다발동맥염, 오심,오심,962
현미경적 다발동맥염, 구토 등 비특이적 증상,구토 등 비 특이 적 증상,962
대동맥궁증후군[다까야수],동맥의 염증,동맥 염증,314
대동맥궁증후군[다까야수], 초기증상은 감기와 비슷함(어지러움,초기 증상 감기 비슷하다 어지러움,314
대동맥궁증후군[다까야수], 피로,피로,314
대동맥궁증후군[다까야수], 미열,미열,314
대동맥궁증후군[다까야수], 근육통),근육통,314
괴사성 호흡기육아종증,부비동염(축농증),부비동염 축농증,222
괴사성 호흡기육아종증, 코궤양,코 궤양,222
괴사성 호흡기육아종증, 호흡곤란,호흡 곤란,222
괴사성 호흡기육아종증, 객혈,객혈,222
괴사성 호흡기육아종증, 단백뇨,단백뇨,222
괴사성 호흡기육아종증, 혈뇨,혈뇨,222
괴사성 호흡기육아종증, 신부전,신부전,222
괴사성 호흡기육아종증,부비동염(축농증),부비동염 축농증,222
괴사성 호흡기육아종증, 코궤양,코 궤양,222
괴사성 호흡기육아종증, 호흡곤란,호흡 곤란,222
괴사성 호흡기육아종증, 객혈,객혈,222
괴사성 호흡기육아종증, 단백뇨,단백뇨,222
괴사성 호흡기육아종증, 혈뇨,혈뇨,222
괴사성 호흡기육아종증, 신부전,신부전,222
혈전성 미세혈관병증,빈혈 및 혈전에 의한 전신적 증상,빈혈 및 혈전 의하다 전신 적 증상,965
혈전성 혈소판감소성 자반,경련,경련,966
혈전성 혈소판감소성 자반, 관절통,관절통,966
혈전성 혈소판감소성 자반, 단백뇨,단백뇨,966
혈전성 혈소판감소성 자반, 두통,두통,966
혈전성 혈소판감소성 자반, 발진,발진,966
혈전성 혈소판감소성 자반, 복통,복통,966
혈전성 혈소판감소성 자반, 부분마비,부분 마비,966
혈전성 혈소판감소성 자반, 열,열,966
혈전성 혈소판감소성 자반, 용혈성 빈혈,용혈 성 빈혈,966
혈전성 혈소판감소성 자반, 의식변화,의식 변화,966
혈전성 혈소판감소성 자반, 자반증,자반증,966
혈전성 혈소판감소성 자반, 저혈소판증,저 혈소판 증,966
혈전성 혈소판감소성 자반, 핍뇨,핍뇨,966
혈전성 혈소판감소성 자반, 혈뇨,혈뇨,966
혈전성 혈소판감소성 자반, 혼수,혼수,966
굿파스쳐증후군,객혈,객혈,228
굿파스쳐증후군, 고혈압,고혈압,228
굿파스쳐증후군, 급성신부전,급성 신부전,228
굿파스쳐증후군, 피로,피로,228
굿파스쳐증후군, 호흡곤란,호흡 곤란,228
굿파스쳐증후군, 흉통,흉통,228
굿파스쳐증후군,관절통,관절통,228
굿파스쳐증후군, 피부 홍반,피부 홍반,228
연소성 다발동맥염,고혈압,고혈압,697
연소성 다발동맥염, 동맥류,동맥 류,697
연소성 다발동맥염, 혈전증,혈전 증,697
연소성 다발동맥염, 신장염,신장염,697
연소성 다발동맥염, 근육통증,근육 통증,697
연소성 다발동맥염, 조직 괴사 등,조직 괴사 등,697
폐침범을 동반한 다발동맥염[처그-스트라우스],부비동염,부비동염,907
폐침범을 동반한 다발동맥염[처그-스트라우스], 육아종,육 아종,907
폐침범을 동반한 다발동맥염[처그-스트라우스], 혈관염,혈관염,907
폐침범을 동반한 다발동맥염[처그-스트라우스], 호산구 증가,호산구 증가,907
결절성 다발동맥염,무력감(권태감),무력감 권태 감,195
결절성 다발동맥염, 발열,발열,195
결절성 다발동맥염, 복통,복통,195
결절성 다발동맥염, 작거나 중간정도 크기의 동맥에 염증이 생김,작다 중간 정도 크기 동맥 염증 생기다,195
결절성 다발동맥염, 체중감소,체중 감소,195
(혈청검사음성인) 연소성 다발관절염,관절의 염증 소견 (부종,관절 염증 소견 부종,5
(혈청검사음성인) 연소성 다발관절염, 통증,통증,5
(혈청검사음성인) 연소성 다발관절염, 압통,압통,5
(혈청검사음성인) 연소성 다발관절염, 운동제한),운동 제한,5
(혈청검사음성인) 연소성 다발관절염, 운동으로 호전되는 관절의 통증 또는 강직,운동 호전 되다 관절 통증 또는 강직,5
류마티스인자가 있거나 없는 연소성 류마티스관절염,16세 이하의 소아에게 나타나며,16 세 이하 소아 나타나다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 하나 또는 여러 개의 관절에 염증이 생겨 그 증상이 최소 6주 이상 지속되는 것이 특징입니다. 관절염으로 인해 부종,하나 또는 여러 개 관절 염증 생기다 그 증상 최소 6 주 이상 지속 되다 것 특징 이다 관절염 인하다 부종,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 관절의 뻣뻣한 느낌,관절 뻣뻣하다 느낌,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 연약함 또는 통증,연약하다 또는 통증,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 열감이 나타나며,열 감 나타나다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 운동 범위에 제한이 있습니다.,운동 범위 제한 있다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염,16세 이하의 소아에게 나타나며,16 세 이하 소아 나타나다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 하나 또는 여러 개의 관절에 염증이 생겨 그 증상이 최소 6주 이상 지속되는 것이 특징입니다. 관절염으로 인해 부종,하나 또는 여러 개 관절 염증 생기다 그 증상 최소 6 주 이상 지속 되다 것 특징 이다 관절염 인하다 부종,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 관절의 뻣뻣한 느낌,관절 뻣뻣하다 느낌,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 연약함 또는 통증,연약하다 또는 통증,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 열감이 나타나며,열 감 나타나다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 운동 범위에 제한이 있습니다.,운동 범위 제한 있다,374
연소성 강직척추염,등,등,695
연소성 강직척추염, 허리의 통증이 주 증상이며 전신증상으로는 전신 무력감,허리 통증 주 증상 전 신 증상 전신 무력감,695
연소성 강직척추염, 수면 불편감,수면 불편 감,695
연소성 강직척추염, 미열이 있을 수 있습니다.,미열 있다 수 있다,695
류마티스인자가 있거나 없는 연소성 류마티스관절염,16세 이하의 소아에게 나타나며,16 세 이하 소아 나타나다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 하나 또는 여러 개의 관절에 염증이 생겨 그 증상이 최소 6주 이상 지속되는 것이 특징입니다. 관절염으로 인해 부종,하나 또는 여러 개 관절 염증 생기다 그 증상 최소 6 주 이상 지속 되다 것 특징 이다 관절염 인하다 부종,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 관절의 뻣뻣한 느낌,관절 뻣뻣하다 느낌,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 연약함 또는 통증,연약하다 또는 통증,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 열감이 나타나며,열 감 나타나다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 운동 범위에 제한이 있습니다.,운동 범위 제한 있다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염,16세 이하의 소아에게 나타나며,16 세 이하 소아 나타나다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 하나 또는 여러 개의 관절에 염증이 생겨 그 증상이 최소 6주 이상 지속되는 것이 특징입니다. 관절염으로 인해 부종,하나 또는 여러 개 관절 염증 생기다 그 증상 최소 6 주 이상 지속 되다 것 특징 이다 관절염 인하다 부종,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 관절의 뻣뻣한 느낌,관절 뻣뻣하다 느낌,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 연약함 또는 통증,연약하다 또는 통증,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 열감이 나타나며,열 감 나타나다,374
류마티스인자가 있거나 없는 연소성 류마티스관절염, 운동 범위에 제한이 있습니다.,운동 범위 제한 있다,374
성인발병 스틸병,고열,고열,582
성인발병 스틸병, 관절통,관절통,582
성인발병 스틸병, 발진,발진,582
성인발병 스틸병, 인후통,인후 통,582
중증 화농성 한선염,통증을 동반한 피하결절,통증 동반 피하 결절,802
중증 화농성 한선염, 굴,굴,802
중증 화농성 한선염, 비대흉터,비대 흉터,802
후천성 수포성 표피박리증,피부 수포,피부 수포,982
후천성 수포성 표피박리증, 식도 협착,식도 협착,982
후천성 수포성 표피박리증, 실명,실명,982
수포성 유사천포창,피부와 점막 (주로 구강점막,피부 점막 주로 구강 점막,602
수포성 유사천포창, 안구 결막을 침범)에 수포성 병변이 생겨 미란을 보이다가 치유되면서 흉터를 남깁니다.,안구 결막 침범 수포성 병변 생기다 미란 보이다 치유 되다 흉터 남기다,602
흉터유사천포창,수포 및 반흔,수포 및 반 흔,984
수포성 유사천포창,피부와 점막 (주로 구강점막,피부 점막 주로 구강 점막,602
수포성 유사천포창, 안구 결막을 침범)에 수포성 병변이 생겨 미란을 보이다가 치유되면서 흉터를 남깁니다.,안구 결막 침범 수포성 병변 생기다 미란 보이다 치유 되다 흉터 남기다,602
낙엽천포창,피부의 수포,피부 수포,264
낙엽천포창, 딱지,딱지,264
