_id,research_title,research_url,research_author,research_institution,research_name,research_volumn,research_year,research_language,research_subject,research_type,research_page
65e6f3697436f20b02adf123,전복벽을 침습한 횡행결장 방선균증 1예 보고 = Actinomycosis of the Transverse Colon,https://www.riss.kr/link?id=A2023506,여상민 (충북대학교 의과대학 외과학교실) ;  조원상 (충북대학교 의과대학 외과학교실) ;  이상전 (충북대학교 의과대학 외과학교실) ;  송영진 (충북대학교 의과대학 외과학교실) ;  최재운 (충북대학교 의과대학 외과학교실) ;  송형근 (충북대학교 의과대학 병리학 교실) ;  박길선 (충북대학교 의과대학 진단방사선과학 교실) ;  장이찬 (충북대학교 의과대학 외과학교실),충북대학교 의과대학 충북대학교 의학연구소,忠北醫大學術誌(CHUNGBUK MEDICAL JOURNAL),Vol.4 No.1 [1994],1994,Korean,결장 ;  Actinomycosis ;  Transver colon ;  방선균증,510.4,학술저널
65e6f36c7436f20b02adf124,췌장의 점액성 낭선종 1례 보고 = Pancreate Mucinous Cystadenoma A case report,https://www.riss.kr/link?id=A2023536,여상민 (충북대학교 의과대학 외과학교실) ;  윤효영 (충북대학교 의과대학 외과학교실) ;  송영진 (충북대학교 의과대학 외과학교실),충북대학교 의과대학 충북대학교 의학연구소,忠北醫大學術誌(CHUNGBUK MEDICAL JOURNAL),Vol.5 No.2 [1995],1995,Korean,Pancreatic mucinous cystadenoma ;  Microcystic cystadenoma ;  소낭종 ;  and Pancreatic resection ;  점액성 낭선종 ;  췌장절제술 ;  췌장,510.4,학술저널
65e6f3707436f20b02adf125,"난소에 전이된 재발성 자궁내막육종의 1 예 = A Case of Metastatic, Recurrent Endometrial Stromal Sarcoma to Ovary",https://www.riss.kr/link?id=A3358762,김철 (부산성분도병원 산부인과) ;  지정희 (부산성분도병원 병리과) ;  문은주 (부산성분도병원 산부인과) ;  이학림 (부산성분도병원 산부인과) ;  임수현 (부산성분도병원 산부인과) ;  최영주 (부산성분도병원 산부인과),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.33 No.6 [1990],1990,Korean,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f3737436f20b02adf126,늑골에 발생한 동맥류성 골낭종 -1례 보고- = Aneurysmal Bone Cyst of the Rib -A Case Report-,https://www.riss.kr/link?id=A105471145,한재열 (이대목동병원 흉부외과) ;  박영식 (이대목동병원 흉부외과) ;  김형국 (고려 의원 안양 경기도) ;  김광호 (인하대병원 흉부외과) ;  한운섭 (이대목동병원 해부병리과),대한흉부심장혈관외과학회,Journal of Chest Surgery (J Chest Surg)(The Korean Journal of Thoracic and Cardiovascular Surgery),Vol.31 No.1 [1998],1998,Korean,동맥류성 골낭종 ;  늑골,"SCOPUS,KCI등재",학술저널
65e6f3777436f20b02adf127,Congenital Radio-ulnar Synostosis  :  A Case Report = 先天性 橈尺骨癒合症 一例,https://www.riss.kr/link?id=A18663744,"Moon, Myoung Ho (Department of Orthopedics, Chonnam University Medical School)",全南大醫大,전남의대학술지(Chonnam Medical Journal),Vol.14 No.2 [1977],1977,English,510.5,KCI등재,학술저널
65e6f37c7436f20b02adf128,반대측 외상성 횡격막 마비가 합병된 횡격막성 내장전위 치험 1례 = A Case of Diaphragmatic Eventration Complicated with Contralateral Traumatic Diaphragmatic Paralysis,https://www.riss.kr/link?id=A105470929,허진필 (영남대학교 의과대학 흉부외과학교실) ;  이정철 (영남대학교 의과대학 흉부외과학교실) ;  정태은 (영남대학교 의과대학 흉부외과학교실) ;  이동협 (영남대학교 의과대학 흉부외과학교실) ;  한승세 (영남대학교 의과대학 흉부외과학교실),대한흉부심장혈관외과학회,Journal of Chest Surgery (J Chest Surg)(The Korean Journal of Thoracic and Cardiovascular Surgery),Vol.32 No.2 [1999],1999,Korean,횡경막성내장전위 ;  외상성 횡격막 마비,"SCOPUS,KCI등재",학술저널
65e6f3807436f20b02adf129,"기관내 삽관 후 발생한 기관식도루의 직접 봉합에 의한 수술적 치료 -3례 보고- = Direct Closure of Post-Incubation Tracheoesophageal Fistulas, -Report of 3 Cases-",https://www.riss.kr/link?id=A105467903,"강종렬 (인제대학교 의과대학 부속 서울백병원) ;  이홍섭 (인제대학교 의과대학 부속 서울백병원) ;  김창호 (인제대학교 의과대학 부속 서울백병원) ;  Gang, Jong-Ryeol ;  Lee, Hong-Seop ;  Kim, Chang-Ho",대한흉부심장혈관외과학회,Journal of Chest Surgery (J Chest Surg)(The Korean Journal of Thoracic and Cardiovascular Surgery),Vol.29 No.9 [1996],1996,Korean,기관식도루 ;  기관내 삽관 후,"SCOPUS,KCI등재",학술저널
65e6f3837436f20b02adf12a,원발성 난소 융모상피암의 1례 = A Case of Primary Ovarian Choriocarcinoma,https://www.riss.kr/link?id=A75621064,김기덕(KD Kim) ;  이천훈(CH Lee) ;  오보훈(BH Oh) ;  주갑순(KS Ju),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.25 No.5 [1982],1982,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f3877436f20b02adf12b,산전 초음파진단에 의한 골성형 부전증 1 례 = A case of osteogenesis imperfecta diagnosed in utero by ultrasonogram,https://www.riss.kr/link?id=A75617763,이효선(HS Lee) ;  박용균(YK Park) ;  주갑순(KS Ju),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.31 No.4 [1988],1988,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f38b7436f20b02adf12c,식도에 생긴 미만성 평활근종증 = Diffuse Leiomyomatosis of the Esophagus,https://www.riss.kr/link?id=A18766466,이옥준 (충북대학교 의과대학 병리학교실) ;  정화숙 (충북대학교 의과대학 병리학교실) ;  홍종면 (충북대학교 의과대학 흉부외과학교실) ;  성노현 (충북대학교 의과대학 병리학교실),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.30 No.12 [1996],1996,Korean,Diffuse leiomyomatosis ;  Esophagus,511.805,KCI등재
65e6f38e7436f20b02adf12d,유방에서 선근상피세포종의 유방촬영술 및 초음파 소견: 증례 보고 = Mammographic & Sonographic findings of Adenomyoepithelioma of the Breast:Case Report,https://www.riss.kr/link?id=A100882650,"김유미 (단국대학교) ;  Kim, Yu-Mi",대한영상의학회,대한영상의학회지(Journal of the Korean Radiological Society),Vol.49 No.6 [2003],2003,Korean,Breast neoplasms,"KCI등재,SCOPUS",학술저널
65e6f3927436f20b02adf12e,방광에 발생한 평활근종 = Leiomyoma of the Urinary Bladder,https://www.riss.kr/link?id=A18766737,권계원 (포천중문 의과대학 분당차병원 해부병리과) ;  안희정 (포천중문 의과대학 분당차병원 해부병리과) ;  최윤정 (포천중문 의과대학 분당차병원 해부병리과) ;  홍영권 (포천중문 의과대학 분당차병원 비뇨기과) ;  신재섭 (포천중문 의과대학 분당차병원 비뇨기과),대한병리학회,Journal of Pathology and Translational Medicine(The Korean Journal of Pathology),Vol.31 No.12 [1997],1997,Korean,Leiomyoma ;  Urinary bladder,511.805,KCI등재
65e6f3957436f20b02adf12f,혈액투석을 위한 동정맥루 조성술후 발생한 거대림프관종 -1례 보고- = Huge Lymphangioma Developed After Arteriovenous Fistula for Hemodialysis -A case of report-,https://www.riss.kr/link?id=A105467900,안상구 (순천향대학교 의과대학 부속 구미병원) ;  김우종 (순천향대학교 의과대학 부속 구미병원),대한흉부심장혈관외과학회,Journal of Chest Surgery (J Chest Surg)(The Korean Journal of Thoracic and Cardiovascular Surgery),Vol.29 No.9 [1996],1996,Korean,동정맥루 ;  림프관종,"SCOPUS,KCI등재",학술저널
65e6f3997436f20b02adf130,융모상피암의 방광전이 1예 = A Case of Bladder Metastasis of Choriocarcinoma,https://www.riss.kr/link?id=A75619805,박경동(KD Park) ;  조병권(BK Cho) ;  이태성(TS Lee) ;  김택훈(TH Kim),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.25 No.7 [1982],1982,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f39c7436f20b02adf131,증례 : 소화기 ; 환상췌장과 동반된 호산구성 췌장염 1예 = Case Reports : Gastroenterology ; A Case of Eosinophilic Pancreatitis Combined with Annular Pancreas,https://www.riss.kr/link?id=A99801764,송하응 ( Ha Eung Song ) ;  정혜경 ( Hye Kyung Jung ) ;  정가영 ( Ka Young Jung ) ;  김태헌 ( Tae Hun Kim ) ;  유권 ( Kwon Yoo ) ;  문일환 ( Il Hwan Moon ) ;  성순희 ( Sun Hee Sung ),대한내과학회,대한내과학회지 (The Korean Journal of Medicine),Vol.85 No.5 [2013],2013,Korean,췌장염 ;  호산구 ;  환상췌장 ;  Pancreatitis ;  Eosinophils ;  Annular pancreas,KCI등재,학술저널
65e6f3a27436f20b02adf132,반복동측난관임신파열후 발생한 속발성 복강내임신의 1예 = Report of A Case of Secondary Abdominal Pregnancy Following Rupture of Repeated Homolateral Tubal Pregnancy,https://www.riss.kr/link?id=A75608085,최낙성(NS Choi) ;  최연동(RD Choi) ;  이중희(CH Lee) ;  이교웅(KW Lee),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.10 No.9 [1967],1967,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f3a57436f20b02adf133,난소의 평활근종 2예 = Two cases of ovarian leiomyoma,https://www.riss.kr/link?id=A3361629,"이수미 (성애, 광명성애병원 산부인과) ;  한재희 (성애, 광명성애병원 산부인과) ;  정찬우 (성애, 광명성애병원 산부인과) ;  박채웅 (성애, 광명성애병원 산부인과) ;  강유미 (성애, 광명성애병원 산부인과) ;  조태일 (성애, 광명성애병원 산부인과) ;  고덕영 (성애, 광명성애병원 산부인과)",대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.43 No.5 [2000],2000,Korean,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f3a97436f20b02adf134,증례 : 후복강 기관지원성 낭종 1예와 후복강 종양의 임상 경험 = Case Reports : A case of retroperitoneal bronchogenic cyst and our clinical experience with retroperitoneal tumors,https://www.riss.kr/link?id=A76372807,임남규 ( Nam Kyu Lim ) ;  김연경 ( Yun Kyung Kim ) ;  안상미 ( Sang Mi Ahn ) ;  김대중 ( Dae Jung Kim ) ;  정윤석 ( Yoon Sok Chung ) ;  이관우 ( Kwan Woo Lee ) ;  소의영 ( Euy Young Soh ),대한내과학회,대한내과학회지 (The Korean Journal of Medicine),Vol.71 No.1 [2006],2006,-,후복강 종양 ;  기관지원성 낭종 ;  Retroperitoneal neoplasms ;  Bronchogenic cyst,513,KCI등재
65e6f3ac7436f20b02adf135,원발성 난관융모상피암 1예 = Primary Tubal Choriocarcinoma,https://www.riss.kr/link?id=A75622008,조영열(YR Cho) ;  박종식(JS Park) ;  임형정(HJ Im) ;  박동림(DR Park),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.25 No.7 [1982],1982,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f3b07436f20b02adf136,하대정맥 후요관에 발생한 다발성 요로 상피세포암 1례 = A Case of Multiple Urothelial Cell Carcinoma in Retrocaval Ureter,https://www.riss.kr/link?id=A18789687,나길주 (전남대학교 의과대학 비뇨기과학교실) ;  정동원 (전남대학교 의과대학 비뇨기과학교실) ;  권동득 (전남대학교 의과대학 비뇨기과학교실) ;  오봉렬 (전남대학교 의과대학 비뇨기과학교실) ;  류수방 (전남대학교 의과대학 비뇨기과학교실) ;  박양일 (전남대학교 의과대학 비뇨기과학교실),大韓泌尿器科學會,Korean Journal of Urology,Vol.39 No.5 [1998],1998,Korean,Retrocaval ureter ;  Transitional cell carcinoma,"KCI등재,SCOPUS",학술저널
65e6f3b47436f20b02adf137,인공지능형 의료기기에 대한 법적 책임과 유형에 대한 고찰,https://www.riss.kr/link?id=A108549346,김기영,한국입법정책학회,입법정책,Vol.15 No.2 [2021],2021,Korean,인공지능 ;  의료기기 ;  민사책임 ;  제조물책임 ;  입법 ;  artificial intelligence ;  medical devices ;  civil liability ;  product liability ;  legislation,345,학술저널
65e6f3b77436f20b02adf138,Adamkiewicz 동맥의 폐색에 의한 척수경색 1례 = A Case of Spinal Stroke Due to the Obstruction of Adamkiewicz Artery,https://www.riss.kr/link?id=A18771789,이광훈 (충북대학교 의과대학 신경과학교실) ;  이종걸 (충북대학교 의과대학 신경과학교실) ;  이태연 (충북대학교 의과대학 신경과학교실) ;  신동익 (충북대학교 의과대학 신경과학교실) ;  이성현 (충북대학교 의과대학 신경과학교실) ;  이상수 (충북대학교 의과대학 신경과학교실) ;  한설희 (충북대학교 의과대학 신경과학교실) ;  차상훈 (충북대학교 의과대학 방사선과학교실),대한신경과학회,대한신경과학회지(Journal of the Korean Neurological Association),Vol.16 No.4 [1998],1998,Korean,Adamkiewickz artery ;  Spinal stroke ;  Angiography ;  MRI,513,KCI등재
65e6f3bb7436f20b02adf139,"한국보건사회학회,산업안전보건연구원 공동 춘계학술대회 : 환자 중심의 지역사회 보건복지전달체계와 환자협동조합",https://www.riss.kr/link?id=A99968682,양봉석,대한보건협회(The Korean Public Health Association),대한보건협회 보건종합학술대회(N/A),Vol.2013 No.- [2013],2013,Korean,학술저널,146-147(2쪽),KISS
65e6f3be7436f20b02adf13a,"폐 , 뇌 , 간 , 신 및 골에 전이된 융모상피암의 1 례 = A Case of Metastatic Choriocarcinoma in the Lung , Liver , Kidney , Brain and Bone",https://www.riss.kr/link?id=A75602955,백영배(YB Beik) ;  정기묵(KM Chung) ;  정재훈(JH Chung),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.29 No.5 [1986],1986,-,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f3c27436f20b02adf13b,Axenfeld-Rieger 증후군의 치과적 소견 = ORAL MANIFESTATIONS OF THE AXENFELD-RIEGER SYNDROME,https://www.riss.kr/link?id=A101471569,"강태성 (연세대학교 치과대학 소아치과학교실·구강과학연구소) ;  최병재 (연세대학교 치과대학 소아치과학교실·구강과학연구소) ;  김성오 (연세대학교 치과대학 소아치과학교실·구강과학연구소) ;  이제호 (연세대학교 치과대학 소아치과학교실·구강과학연구소) ;  Kang, Tae-Sung ;  Choi, Byung-Jai ;  Kim, Seong-Oh ;  Lee, Jae-Ho",대한소아치과학회(The Korean Academy of Pediatric Dentistry ),大韓小兒齒科學會誌(JOURNAL OF THE KOREAN ACADEMY OF PEDIATRIC DENTISTRY ),Vol.30 No.3 [2003],2003,Korean,녹내장,KCI등재,학술저널
65e6f3c77436f20b02adf13c,Spinal Extradural Angiolipoma  :  Report of a case and review of literature = 脊髓 血管 脂肪腫,https://www.riss.kr/link?id=A3073758,"Kim, Hyung Dong (Department of Neurosurgery, Inje Medical College)",인제대학교,仁濟醫學(Inje medical journal),Vol.4 No.1 [1983],1983,English,cord compression ;  spinal extradural angiolipoma ;  remission,514.000,학술저널
65e6f3cb7436f20b02adf13d,선천성 좌내경동맥 부재 1예 = A Case of Congenital Absence of Left Internal Carbtid Artery,https://www.riss.kr/link?id=A3082681,"김응규 (인제대학교 의과대학 신경과학교실, 부산백병원) ;  김동선 (인제대학교 의과대학 신경과학교실, 부산백병원) ;  김종환 (인제대학교 의과대학 신경과학교실, 부산백병원) ;  김성은 (인제대학교 의과대학 신경과학교실, 부산백병원) ;  허경 (인제대학교 의과대학 신경과학교실, 부산백병원)",인제대학교,仁濟醫學(Inje medical journal),Vol.19 No.1 [1998],1998,Korean,Congenital ;  Hypoplasia ;  ICA,512.000,학술저널
65e6f3ce7436f20b02adf13e,여성 Kleine-Levin 증후군 1례의 Amantadine 치료 경험 = A Female Case of Kleine-Levin Syndrome Treated with Amantadine,https://www.riss.kr/link?id=A105321648,안준호 (울산대학교 의과대학 울산대학교병원 정신과학교실) ;  한오수 (울산대학교 의과대학 아산재단 서울중앙병원 정신과학교실) ;  유제춘 (울산대학교 의과대학 울산대학교병원 정신과학교실) ;  김창윤 (울산대학교 의과대학 아산재단 서울중앙병원 정신과학교실),대한신경정신의학회(THE KOREAN NEUROPSYCHIATRIC ASSOCIATION),신경정신의학(JOURNAL OF THE KOREAN NEUROPSYCHIATRIC ASSOCIATION),Vol.41 No.4 [2002],2002,-,Kleine-Levin 증후군 ;  반복성 수면과다증 ;  Amantadine,510,학술저널
65e6f3d27436f20b02adf13f,정류고환을 동반한 단측성 이소성 음낭 1례 = A Case of Unilateral Ectopic Scrotum with Cryptorchidism,https://www.riss.kr/link?id=A18789826,이종우 (경북대학교 의과대학 비뇨기과학교실) ;  이우근 (경북대학교 의과대학 비뇨기과학교실) ;  강경민 (경북대학교 의과대학 비뇨기과학교실) ;  정성광 (경북대학교 의과대학 비뇨기과학교실),大韓泌尿器科學會,Korean Journal of Urology,Vol.40 No.1 [1999],1999,Korean,Scrotum ;  Ectopia ;  Cryptorchidism,"KCI등재,SCOPUS",학술저널
65e6f3d57436f20b02adf140,방사선 치료로 성공적으로 치료한 기관지연관 림프조직 림프종 1예,https://www.riss.kr/link?id=A101150735,이연호 ;  오지연 ;  심재겸 ;  허규영 ;  이승룡 ;  심재정 ;  강경호 ;  민경훈,대한내과학회,대한내과학회 추계학술대회(N/A),Vol.2015 No.1 [2015],2015,-,500,학술저널,171-171(1쪽)
65e6f3d97436f20b02adf141,자궁내막 간질육종 1 례 = A Case of Endolymphatic Stromal Myosis of Corpus Uteri,https://www.riss.kr/link?id=A3358827,문기호 (서울을지병원 산부인과) ;  유철모 (서울을지병원 산부인과) ;  박내형 (서울을지병원 산부인과) ;  이태원 (서울을지병원 산부인과),대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.33 No.10 [1990],1990,Korean,516,"KCI등재,SCOPUS,ESCI",학술저널
65e6f3dd7436f20b02adf142,포스터 전시 : 위장관 ; 복부종괴를 주소로 내원한 횡행결장 방선균증,https://www.riss.kr/link?id=A75365929,이승구 ;  양성은 ;  김도영 ;  윤종구 ;  이강문 ;  오수혁 ;  송호진 ;  이태규 ;  정정조 ;  허훈 ;  김욱 ;  한석원,대한소화기학회(The Korean Society of Gastrointestinal Motility),대한소화기학회 춘계학술대회(N/A),Vol.2002 No.- [2002],2002,-,colon ;  Actinomycosis ;  sulfur granules,513.306,학술저널
65e6f3e07436f20b02adf143,선천성 골단 점상변형 1례 = Chondrodystrophia Calcificans Congenita : A Case Report,https://www.riss.kr/link?id=A75066052,허돈 (조선대학교) ;  한정수 (조선대학교),조선대학교,The Medical Journal of Chosun University,Vol.6 No.- [1981],1981,Korean,선천성 골단 점상변형 ;  Chondrodystrophia Calcificans Congenita ;  희귀유전성질환,510,학술저널
65e6f3e47436f20b02adf144,뇌 자기공명영상상 뇌량 병변의 호전을 보인 Marchiafava-Bignami병 1예 = A Case of Marchiafava-Bignami Disease with Reversible Brain MRI Findings of Corpus Callosal Lesions,https://www.riss.kr/link?id=A18771939,정재훈 (순천향대학교 의과대학 신경과학교실) ;  성기범 (순천향대학교 의과대학 신경과학교실) ;  안무영 (순천향대학교 의과대학 신경과학교실) ;  신현길 (순천향대학교 의과대학 신경과학교실) ;  박형국 (순천향대학교 의과대학 신경과학교실),대한신경과학회,대한신경과학회지(Journal of the Korean Neurological Association),Vol.17 No.5 [1999],1999,Korean,Chronic alcoholism ;  Marchiafava-Bignami disease ;  MRI,513,KCI등재
65e6f3e87436f20b02adf145,질의 원발성 악성 흑색종: 증례보고 = Malignant Melanoma of the Vagina: A Report of 2 Cases,https://www.riss.kr/link?id=A82296902,김옥배(Ok Bae Kim) ;  김진희(Jin Hee Kim) ;  정영연(Young Yeon Jung) ;  조치흠(Chi Heum Cho) ;  최태진(Tae Jin Choi),대한방사선종양학회,Radiation Oncology Journal(Radiation oncology journal),Vol.23 No.2 [2005],2005,-,악성 흑색종 ;  질 ;  방사선치료 ;  Malignant melanoma ;  Vagina ;  Radiation therapy,510,"KCI등재후보,SCOPUS"
65e6f3ed7436f20b02adf146,직무스트레스와 감기와의 관련성 = The Relationship between Job Stress and the Common Cold,https://www.riss.kr/link?id=A75056203,김동현 (인하대병원 산업의학과) ;  박신구 (인하대병원 산업의학과) ;  김환철 (인하대병원 산업의학과) ;  이의철 (인하대병원 산업의학과) ;  김정훈 (인하대병원 산업의학과) ;  임종한 (인하대병원 산업의학과),大韓産業醫學會,대한직업환경의학회지(Annals of Occupational and Environmental Medicine),Vol.20 No.2 [2008],2008,Korean,Job stress ;  Common cold ;  직무스트레스,510,KCI등재
65e6f3f17436f20b02adf147,A Case Report of Intradural Ruptured Lumbar Disc = 척추 경막내로 돌출된 디스크 1례의 증례 보고,https://www.riss.kr/link?id=A40039031,"Yang, Jin Su (Department of Neurosurgery, Kangbuk Samsung Hospital) ;  Lee, Seung-Min (Department of Neurosurgery, Kangbuk Samsung Hospital) ;  Yang, Jae Young (Department of Neurosurgery, Kangbuk Samsung Hospital) ;  Choi, Chun Sik (Department of Neurosurgery, Kangbuk Samsung Hospital) ;  Ju, Mun Bae (Department of Neurosurgery, Kangbuk Samsung Hospital)",대한신경외과학회,Journal of Korean neurosurgical society(대한신경외과학회지),Vol.25 No.5 [1996],1996,English,Intradural ruptured lumbar disc ;  Intradural tumor ;  MR findings ;  Extradural ruptured disc ;  Pathogenesis,510,"SCOPUS,SCIE,KCI등재"
65e6f3f47436f20b02adf148,워너 증후군에 발생하는 근골격계 종양 = The Musculoskeletal Tumors of Werner's Syndrome,https://www.riss.kr/link?id=A101528743,"Lee, Sang-Hoon ;  Suh, Sung-Wook ;  Yoo, Kwang-Hyun ;  Kim, Han-Soo ;  Ishikawa, Yuichi ;  Goto, Makoto",대한근골격종양학회,대한골관절종양학회지(The Journal of the Korean Bone & Joint Tumor Society),Vol.8 No.3 [2002],2002,Korean,워너 증후군 ;  조기 노화 ;  육종,학술저널,http://www.kbjts.or.kr
65e6f3f87436f20b02adf149,흉요추에 발생한 Aspergillosis 치험 1례 = Aspergillosis of Thoracolumbar Vertebra,https://www.riss.kr/link?id=A18792962,박시용 (성균관대학교 의과대학 마산삼성병원 신경외과학교실) ;  김규홍 (성균관대학교 의과대학 마산삼성병원 신경외과학교실) ;  이운기 (성균관대학교 의과대학 마산삼성병원 신경외과학교실) ;  최정훈 (성균관대학교 의과대학 마산삼성병원 신경외과학교실) ;  이인창 (성균관대학교 의과대학 마산삼성병원 신경외과학교실) ;  배상도 (성균관대학교 의과대학 마산삼성병원 신경외과학교실),대한신경외과학회,Journal of Korean neurosurgical society(대한신경외과학회지),Vol.27 No.12 [1998],1998,Korean,Aspergillosis ;  Thoraolumbar vertebra ;  Anterolaleral approach ;  Amphotericine-B.,510,"SCOPUS,SCIE,KCI등재"
65e6f3fb7436f20b02adf14a,"흉, 요추부 다발성 경막외 지주막낭종: 자기공명 척수조영술을 이용한 경막 결손부의 확인 후 시행한 최소 침습적 수술",https://www.riss.kr/link?id=A108310540,권용욱(Yong-Uk Kwon) ;  박대현(Dae-Hyun Park) ;  김동석(Dong-Seok Kim),대한정형외과학회,대한정형외과학회지(The Journal of the Korean orthopaedic association),Vol.57 No.5 [2022],2022,Korean,multiple spinal extradural arachnoid cyst ;  magnetic resonance myelogram ;  cyst fenestration ;  다발성 척추 경막외 지주막낭종 ;  자기공명 척수조영술 ;  낭종 창냄술,514,KCI등재
65e6f3ff7436f20b02adf14b,Intraradicular Lumbosacral Disc Herniation  :  A Case Report And Review of the Literature 증례보고 1례 및 문헌고찰 = 신경초내 추간판 탈출증,https://www.riss.kr/link?id=A19723589,"Kang, Ki Ser (Department of Orthopaedic Surgery, College of Medicine, ChungAng University, Korea) ;  Lee, Eun Woo (Department of Orthopaedic Surgery, College of Medicine, ChungAng University, Korea) ;  Kang, Soo Yong (Department of Orthopaedic Surgery, College of Medicine, ChungAng University, Korea) ;  Jang, Eui Chan (Department of Orthopaedic Surgery, College of Medicine, ChungAng University, Korea) ;  Ryu, Ho Sung (Department of Orthopaedic Surgery, College of Medicine, ChungAng University, Korea) ;  Suk, Jeng Sik (Department of Neurosurgery, College of Medicine, ChungAng University, Korea)",대한척추외과학회(Korean Society of Spine Surgery),대한척추외과학회지(Journal of Korean Society of Spine Surgery),Vol.6 No.1 [1999],1999,English,Disc herniation ;  Intraradicular ;  Intervertebral,514.325,KCI등재
65e6f4027436f20b02adf14c,저등급 자궁내막간질육종의 폐 전이 1예 = A Case of Low-Grade Endometrial Stromal Sarcoma Metastatic to the Lung,https://www.riss.kr/link?id=A40034662,윤정환 (계명대학교 의과대학 산부인과학교실) ;  백종우 (계명대학교 의과대학 산부인과학교실) ;  전용준 (계명대학교 의과대학 산부인과학교실) ;  권상훈 (계명대학교 의과대학 산부인과학교실) ;  조치흠 (계명대학교 의과대학 산부인과학교실) ;  차순도 (계명대학교 의과대학 산부인과학교실),대한부인종양 콜포스코피학회,Journal of Gynecologic Oncology(Journal of Gynecologic Oncology),Vol.13 No.3 [2002],2002,Korean,저등급 자궁내막간질 육종 ;  폐 전이 ;  Low-grade endometrial stromal sarcoma ;  Pulmonary metastasis,516.000,"SCIE,SCOPUS,KCI등재"
65e6f4067436f20b02adf14d,차지 증후군(CHARGE Syndrome)과 연하장애의 관련성에 대한 고찰,https://www.riss.kr/link?id=A105307277,양효준,대한연하재활학회,Swallowing Rehabilitation,Vol.1 No.1 [2018],2018,Korean,차지 증후군 ;  연하장애 ;  기능적 전기자극 치료 ;  CHARGE syndrome ;  Dysphagia ;  Electrical stimulation treatment for dysphagia,학술저널,45-51(7쪽)
65e6f40a7436f20b02adf14e,상악동에 발생한 진주종 1례 = Cholesteatoma of the Maxillary Sinus,https://www.riss.kr/link?id=A18747858,박상호 (순천향대학교 의과대학 구미병원 이비인후과학교실) ;  백승혁 (순천향대학교 의과대학 구미병원 이비인후과학교실) ;  송태현 (순천향대학교 의과대학 구미병원 이비인후과학교실) ;  차영진 (순천향대학교 의과대학 구미병원 이비인후과학교실),대한이비인후과학회,대한이비인후과학회지 두경부외과학(Korean Journal of Otolaryngology-Head and Neck Surgery),Vol.42 No.4 [1999],1999,Korean,상악동 ;  진주종 ;  Cholesteatoma ;  Maxillary sinus,515,KCI등재
65e6f40d7436f20b02adf14f,간호대학생이 인지하는 유전학에 대한 지식과 태도 및 유전간호 역량,https://www.riss.kr/link?id=A103220328,최현경 (경북대학교),기초간호자연과학회,Journal of korean biological nursing science(Journal of korean biological nursing science),Vol.16 No.2 [2014],2014,-,Nursing students ;  Genetics ;  Knowledge ;  Attitude ;  Clinical competence ;  간호대학생 ;  유전학 ;  지식 ;  태도 ;  역량,512,KCI등재
65e6f4127436f20b02adf150,소아 연령에서 발견된 medullary sponge kidney = Medullary Sponge Kidney Detected in the Pediatric Age,https://www.riss.kr/link?id=A101470741,"정우영 (인제대) ;  조민현 (경북대학교) ;  구영란 (동아대) ;  임선희 (동아대학교) ;  정해일 (서울대학교) ;  Chung, Woo Yeong ;  Cho, Min Hyun ;  Gu, Young-Ran ;  Leem, Sun-Hee ;  Cheong, Hae Il",대한소아신장학회,Childhood kidney diseases(Journal of the Korean Society of Pediatric Nephrology),Vol.16 No.2 [2012],2012,Korean,Medullary sponge kidney ;  Children ;  GDNF gene ;  ATP6V1B1 gene ;  ATP6V0A4 gene,KCI등재,학술저널
65e6f4167436f20b02adf151,"46, XX,18p-/46, XX, I(18q) 1 례 = A Case of 46, XX, 18p-/46, XX, I(18 q)",https://www.riss.kr/link?id=A3359155,"오보훈 (Department of Obstetrics and Gynecology, Kyung Hee University, School of Medicine) ;  주리애 (Department of Obstetrics and Gynecology, Kyung Hee University, School of Medicine)",대한산부인과학회,Obstetrics & Gynecology Science(Obstetrics & Gynecology Science),Vol.35 No.10 [1992],1992,English,516,"KCI등재,SCOPUS,ESCI",학술저널
