_id,disease_korean_title,related_diseases,diseases_symptoms,cause_diseases
65dc4c15da45daab46acd84e,류마티스인자가 있거나 없는 연소성 류마티스관절염,류마티스인자가 있거나 없는 연소성 류마티스관절염\n(Juvenile rheumatoid arthritis with or without rheumatoid factor)\n전신적으로 발병된 연소성 관절염\n(Juvenile arthritis with systemic onset)\n만성 연소성 다발관절염\n(Chronic juvenile polyarthritis),"16세 이하의 소아에게 나타나며, 하나 또는 여러 개의 관절에 염증이 생겨 그 증상이 최소 6주 이상 지속되는 것이 특징입니다. 관절염으로 인해 부종, 관절의 뻣뻣한 느낌, 연약함 또는 통증, 열감이 나타나며, 운동 범위에 제한이 있습니다.","정확한 원인은 알려지지 않았으나 유전적 소인을 가진 개인의 비정상적인 면역 반응, 즉 자가면역반응으로 추정됩니다."
65dc4c18da45daab46acd850,성인발병 스틸병,위슬러-판코니 증후군,"고열, 관절통, 발진, 인후통",증가된 염증성 사이토카인이 중요한 발병인자로 작용
65dc4c1ada45daab46acd852,중증 화농성 한선염,전위 여드름\n(Acne inversa)\n화농 땀샘염\n(Suppurative hidradenitis)\n결절성 경화증\n(Tuberous sclerosis)\n모낭성 농피\n(Follicular pyoderma),"통증을 동반한 피하결절, 굴, 비대흉터","유전적 소인, 면역계 이상, 홀몬 불균형 및 환경적 요인들이 복합적으로 관여"
65dc4c1dda45daab46acd854,후천성 수포성 표피박리증,Epidermolysis bullosa acquisita,"피부 수포, 식도 협착, 실명",자가 면역 질환
65dc4c1fda45daab46acd856,수포성 유사천포창,점막 유사천포창\n(Mucosal pemphigoid)\n흉터유사천포창\n(Cicatricial pemphigoid)\n양성 점막유사천포창\n(Benign mucous membrane pemphigoid)\n물집유사천포창\n(Bullous Pemphigoid)\n양성 천포창\n(Benign Pemphigus)\n노년성 천포창\n(Old Age Pemphigus)\n유사천포창\n(Pemphigoid)\n노년성 포진상 피부염\n(Senile Dermatitis Herpetiformis),"피부와 점막 (주로 구강점막, 안구 결막을 침범)에 수포성 병변이 생겨 미란을 보이다가 치유되면서 흉터를 남깁니다.",자가면연반응으로 여겨집니다.
65dc4c21da45daab46acd858,흉터유사천포창,점막 유사천포창\n(Mucous membrane pemphigoid)\n양성 점막 유천포창\n(Benign mucous membrane pemphigoid)\n브룬스팅-페리병\n(Brunsting-Perry disease),수포 및 반흔,자가면역반응
65dc4c24da45daab46acd85a,수포성 유사천포창,점막 유사천포창\n(Mucosal pemphigoid)\n흉터유사천포창\n(Cicatricial pemphigoid)\n양성 점막유사천포창\n(Benign mucous membrane pemphigoid)\n물집유사천포창\n(Bullous Pemphigoid)\n양성 천포창\n(Benign Pemphigus)\n노년성 천포창\n(Old Age Pemphigus)\n유사천포창\n(Pemphigoid)\n노년성 포진상 피부염\n(Senile Dermatitis Herpetiformis),"피부와 점막 (주로 구강점막, 안구 결막을 침범)에 수포성 병변이 생겨 미란을 보이다가 치유되면서 흉터를 남깁니다.",자가면연반응으로 여겨집니다.
65dc4c28da45daab46acd85c,낙엽천포창,낙엽상천포창\n낙엽성천포창,"피부의 수포, 딱지, 피부 병변 감염 및 그로 인한 전신 감염, 통증",자가면역질환
65dc4c2bda45daab46acd85e,보통천포창,심상성천포창\n심상성 펨피구스,"피부의 수포, 미란, 통증",자가면역질환
65dc4c2dda45daab46acd860,원발성 담관염/경화성 담관염(두 상병 진단기준 모두 충족하는 경우),궤양성 대장염\n(Ulcerative cholangitis),"피로감, 식욕 상실, 체중 감소, 황달, 피부 가려움증, 복부의 통증 등의 증상이 나타납니다. 환자는 간질환이 점점 진행하게 되어 결국에는 간경변증, 간문맥 고혈압 등의 합병증이 발생하게 된다.","원인은 아직 밝혀지지 않았으나, 유전, 면역, 자가면역, 환경요인 등 다양한 요인의 상호작용에 의하여 발병할 것으로 추정하고 있습니다. 염증성 장질환과의 관련성도 알려져 있습니다."
65dc4c2fda45daab46acd862,자가면역성 간염,루프스양 간염\n(lupoid hepatitis)\n형질세포 간염\n(plasma cell hepatitis)\n만성 활동성 간염\n(chronic activie hepatitis),"피로감, 식욕부진, 우상복부 둔통, 근육통 등 비특이적인 증상이 서서히 발병합니다. 약 40%에서는 황달을 동반한 급성 발병을 보이기도 합니다. 건조증후군, 관절통, 늑막염, 심막염, 대장염, 무월경, 빈혈, 여드름, 요독증, 피부반점 등과 같은 증상이 동반될 수 있습니다.",발병기전은 명확히 밝혀지지 않았으나 자가면역 반응에 의한 것으로 여겨집니다.
65dc4c32da45daab46acd864,원발성 담즙성 경변증,복강병\n(Celiac disease),"가려움증, 간경변증, 간비대, 담관폐쇄, 황달이 나타납니다.","정확한 원인은 밝혀지지 않았으며 면역학적, 자가면역적, 유전적, 환경적인 요인이 잠재적 원인으로 추정됩니다."
65dc4c34da45daab46acd866,대장의 크론병,육아종성 회장염\n(Granulomatous ileocolitis)\n육아종성 대장염\n(Granulomatous Colitis),"복통, 설사, 식욕감퇴, 구토, 전신의 나른함, 하혈, 발열, 체중 감소, 항문 통증 등의 소화관 증상이 있으며, 장관 외 증상으로 관절, 눈, 피부, 간, 담관, 신장 등의 이상이 나타날 수 있습니다.","원인은 아직 밝혀지지 않았으나, 유전, 면역, 환경요인 등 다양한 요인의 상호작용에 의하여 발병할 것으로 추정하고 있습니다."
65dc4c37da45daab46acd868,대장의 크론병,육아종성 회장염\n(Granulomatous ileocolitis)\n육아종성 대장염\n(Granulomatous Colitis),"복통, 설사, 식욕감퇴, 구토, 전신의 나른함, 하혈, 발열, 체중 감소, 항문 통증 등의 소화관 증상이 있으며, 장관 외 증상으로 관절, 눈, 피부, 간, 담관, 신장 등의 이상이 나타날 수 있습니다.","원인은 아직 밝혀지지 않았으나, 유전, 면역, 환경요인 등 다양한 요인의 상호작용에 의하여 발병할 것으로 추정하고 있습니다."
65dc4c39da45daab46acd86a,대장의 크론병,육아종성 회장염\n(Granulomatous ileocolitis)\n육아종성 대장염\n(Granulomatous Colitis),"복통, 설사, 식욕감퇴, 구토, 전신의 나른함, 하혈, 발열, 체중 감소, 항문 통증 등의 소화관 증상이 있으며, 장관 외 증상으로 관절, 눈, 피부, 간, 담관, 신장 등의 이상이 나타날 수 있습니다.","원인은 아직 밝혀지지 않았으나, 유전, 면역, 환경요인 등 다양한 요인의 상호작용에 의하여 발병할 것으로 추정하고 있습니다."
65dc4c3bda45daab46acd86c,불완전상아질형성,Capdepont 치아\n(Capdepont teeth )\n유백상아질\n( Opalescent dentin )\n유전젖빛상아질\n( Hereditary opalescent dentin )\nShields 2형 불완전상아질발생증\n( Dentinogenesis imperfecta Shields type II )\n골형성부전을 동반하지 않은 상아질형성부전증\n( Dentinogenesis imperfecta without osteogenesis imperfecta )\n증후군을 동반하지 않은 상아질형성부전증\n( Non-syndromic dentinogenesis imperfecta )\n골형성부전증을 동반하지 않은 유백치아\n( Opalescent teeth without osteogenesis imperfecta )\nBrandywine 타입 상아질형성부전증\n( Brandywine type dentinogenesis imperfecta),"반투명하고 청회색 또는 황갈색으로 변색된 치아(유치 및 영구치 모두), 치아 마모/파손 및 손실, 각상치, 치아 배열의 이상, 구음장애",COL1A1/COL1A2 또는 DSPP 유전자의 돌연변이 상염색체 우성 유전
65dc4c40da45daab46acd86e,특발성 폐섬유증,"통상형 간질성 폐렴\n(Usual interstitial pneumonia, UIP)\n원인불명의 섬유화 폐포염\n(Cryptogenic fibrosing alveolitis, CFA)\n특발성 간질성 폐렴\n(Idiopathic interstitial pneumonia)","만성적으로 1-2년에 걸쳐 서서히 진행하는 마른 기침과 운동시 호흡곤란이 주 증상이고, 병이 진행할수록 호흡곤란이 심해집니다. 말기에 폐동맥 고혈압이 합병되면 심장에 부담이 가서 우심실 부전 증상이 동반될 수 있습니다.","특발성 폐섬유증의 발병 원인은 아직 밝혀지지 않았습니다. 흡연자에서 빈도가 높고, 항우울제, 위-식도역류에 의한 만성적 폐 흡입, 금속분진, 목재분진, 또는 용매제 흡입 등이 발생과 연관이 있는 위험인자들로 보고된 바 있으나, 대부분의 환자들에서는 확실한 인과관계가 있는 인자들을 찾을 수 없습니다."
65dc4c42da45daab46acd870,폐포단백질증,Alveolar lipoproteinosis\nAlveolar phospholipidosis\nPulmonary alveolar\nphospholipoproteinosis\nPulmonary alveolar proteinosis syndrome,"운동성 호흡곤란, 기침, 객담, 피로감과 체중감소, 열","폐 표면활성제의 합성장애, 폐 표면활성제의 제거장애(일차성 PAP, 자가면역성 PAP, hereditary PAP, 이차성 PAP)"
65dc4c45da45daab46acd872,"섬모체, 원발성 이상운동증","섬모체, 원발성 이상운동증\n(Primary ciliary dyskinesia)\n비운동성 섬모증후군\n(immotile cilia syndrome)\n카타르게너 증후군\n(Kartagener syndrome)\n낭포성 섬유증\n(Cystic fibrosis)","만성 기침, 화농성 객담, 콧물, 코막힘, 중이염, 폐렴",섬모의 구성 요소의 선천적 결함이나 운동성의 장애
65dc4c47da45daab46acd874,버드-키아리증후군,간성 정맥 폐쇄병\n(Hepatic Veno-Occlusive Disease)\n히아리-버드 증후군\n(Chiari-Budd Syndrome),"간비대, 문맥고혈압, 복수, 우상복부 통증","골수증식성질환, 고형종양, 발작성야간혈색쇼뇨증, 베체트병, 항인지질항체증후군, C 단백 및 S 단백 결핍증 등 혈전이 잘 생기는 질환들, 경구용 피임약 복용, 임신"
65dc4c49da45daab46acd876,유전성 출혈성 모세혈관확장증,오슬러-웨버-랑뒤 증후군\n(Osler-Weber-Rendu syndrome)\nHHT,"잦은 비출혈, 급/만성 장출혈, 간, 폐, 뇌를 침범한 동정맥 기형으로 심부전, 뇌경색 및 뇌농양",상염색체 우성유전질환으로 현재까지 5종류의 유전형이 알려짐. 이중 HHT1형과 HHT2형이 80%이상을 차지함. 혈관벽의 탄력층과 근육층의 섬유혈관 이형성질환으로 외상에 쉽게 출혈을 일으키는 혈관벽이 만들어짐.
65dc4c4cda45daab46acd878,랑뒤-오슬러-웨버병,유전성 출혈성 혈관확장증\n(hereditary hemorrhagic telangiectasia),"코피, 혈관확장증. 내부장기의 혈관종, 뇌출혈, 담낭염",유전자 이상. 상염색체 우성 질환
65dc4c4eda45daab46acd87a,폐색혈전혈관염[버거병],염증성 폐색성 말초 혈관병\n(Inflammatory Occlusive Peripheral Vascular Disease)\n폐색성 말초 혈관병\n(Occlusive Peripheral Vascular Disease)\n폐색성 혈전 혈관염\n(Thromboangiitis Obliterans),"걸을 때 다리의 경련, 레이노 현상(Raynaud’s Phenomenon), 손과 발의 파행,사지 말단의 감각 이상",흡연이 이 질환과 관계가 있을 것으로 추정됨
65dc4c50da45daab46acd87c,모야모야병,모야모야증후군\n(Moyamoya syndrome),"경련, 두통, 의도하지 않은 근육의 움직임, 몸의 한쪽 부분마비 또는 팔의 마비, 뇌졸중, 지적장애, 시야장애","정확한 원인은 밝혀지지 않음, 상염색체 열성으로 유전, 다양한 여러 질환과 관련되어 나타남"
65dc4c53da45daab46acd87e,긴QT증후군,로마노-워드 증후군\n(Romano-Ward Syndrome)\n제벨 랑쥐-닐슨 증후군\n(Jervell and Lange-Nielsen Syndrome)\nQT 연장증후군,"QT 간격 연장, 부정맥, 급사, 발작, 실신","선천성: KCNQ1(LQT1), KCNH2 (LQT2), SCN5A (LQT3)의 유전자의 변이로 인한 심장이온채널의 결함\n후천성: 전해질 및 약물에 따른 영향"
65dc4c55da45daab46acd880,카테콜라민 다형성 심실성 빈맥,"카테콜라민-유도성 다형성 심실성 빈맥\n(Catecholamine-Induced Polymorphic Ventricular Tachycardia, CPVT)\n가족성 다형성 심실성 빈맥\n(Familial Polymorphic Ventricular Tachycardia, FPVT)","운동 또는 감정 유발성 실신, 심실 부정맥, 돌연사","RYR2(상염색체 우성유전), CASQ2(상염색체 열성유전), TRDN(상염색체 열성유전)등의 유전자 돌연변이로 인해 발생"
65dc4c5ada45daab46acd882,부정맥유발성 우심실 형성이상,부정맥유발성 우심실 심근병증-형성이상\n(Arrhythmogenic right ventricular cardiomyopathy-dysplasia),"가슴 두근거림, 실신, 돌연 심장사, 호흡곤란","유전자 돌연변이, 심장의 구조적 이상"
65dc4c5cda45daab46acd884,선천성 심근병증,태아 심내막심근섬유증\n(Fetal Endomyocardial Fibrosis)\n심내막 형성이상\n(Endocardial Dysplasia)\n심내막하 경화증\n(Subendocardial Sclerosis)\n심내막 경화증\n(Endocardial Sclerosis),"호흡곤란, 수유곤란, 허약감, 심잡음(Murmur), 안면 창백, 과민성(Irritability), 발육부진, 말초 청색증",심내막탄력섬유증의 경우 자가면역성 항체 또는 유전적 변이에 의해 발생하는 것으로 알려져 있으나 명확한 원인은 밝혀진 바 없음.
65dc4c5fda45daab46acd886,선천성 심근병증,태아 심내막심근섬유증\n(Fetal Endomyocardial Fibrosis)\n심내막 형성이상\n(Endocardial Dysplasia)\n심내막하 경화증\n(Subendocardial Sclerosis)\n심내막 경화증\n(Endocardial Sclerosis),"호흡곤란, 수유곤란, 허약감, 심잡음(Murmur), 안면 창백, 과민성(Irritability), 발육부진, 말초 청색증",심내막탄력섬유증의 경우 자가면역성 항체 또는 유전적 변이에 의해 발생하는 것으로 알려져 있으나 명확한 원인은 밝혀진 바 없음.
65dc4c61da45daab46acd888,심내막심근(열대성)섬유증,심내막심근(열대성)섬유증\n(Endomyocardial(tropical) fibrosis )\n심내막심근 섬유증\n( Endomyocardial fibrosis )\n데이비스 병\n( Davies’ disease),"호흡곤란, 부종, 복수",환경 요인과 유전적 요인
65dc4c63da45daab46acd88a,심내막심근(호산구성)병,뢰플러심내막염\n(Loeffler’s endocarditis )\n데이비스병\n( Davies’ disease )\n열대성심내막섬유화\n( tropical endomyocardial fibrosis )\n과다호산구증후군\n( hypereosinophilic syndrome )\n호산구성 심내막심근병\n( eosinophilic endomyocardial disease )\n섬유조직 형성 심내막염\n( fibroplastic endocarditis),"호흡곤란, 부정맥, 안면 부종, 하지 부종, 복부 팽만, 복수, 뇌졸중, 점상 출혈",면역반응으로 인한 심내막의 섬유화
65dc4c66da45daab46acd88c,뢰플러심내막염,과다호산구증후군\n(hypereosinophilic syndrome)\n호산구성 심내막심근병\n(eosinophilic endomyocardial disease)\n섬유조직 형성 심내막염\n(fibroplastic endocarditis),제한성 심근병증에 의한 심부전,호산구의 심장 침투에 의한 염증반응
65dc4c68da45daab46acd88e,비폐색성 비대성 심근병증,비폐색성 비대성 심근병증\n(Nonobstructive hypertrophic cardiomyopathy),"피로감, 호흡곤란, 심계항진, 어지러움증, 흉통, 급사","유전적 요인, 전신질환에 따른 이차적 원인"
65dc4c6ada45daab46acd890,비대성 대동맥판하협착,비대성 대동맥하협착\n(Hypertrophic subaortic stenosis),"피로감, 호흡곤란, 심계항진, 어지러움증, 흉통, 급사","유전적 요인, 전신질환에 따른 이차적 원인"
65dc4c6dda45daab46acd892,폐색성 비대성 심근병증,폐색성 비대성 심근병증\n(Obstructive hypertrophic cardiomyopathy),"피로감, 호흡곤란, 심계항진, 어지러움증, 흉통, 급사","유전적 요인, 전신질환에 따른 이차적 원인"
65dc4c6fda45daab46acd894,비가역적 확장성 심근병증,비가역적 확장성 심근병증\n(Irreversible dilated cardiomyopathy),"호흡곤란, 피로감, 사지의 부종, 복수, 심계항진, 실신, 급사, 뇌졸증, 다 장기 부전","유전적 요인, 다른 질환이나 약물에 의한 이차적 원인"
65dc4c74da45daab46acd896,아이젠멘거결손,폐혈관 병\n(pulmonary vascular disease),"청색증, 가슴 두근거림, 호흡곤란, 피로감, 어지럼증, 실신",허파고혈압에 의한 우좌단락
65dc4c76da45daab46acd898,아이젠멘거결손,폐혈관 병\n(pulmonary vascular disease),"청색증, 가슴 두근거림, 호흡곤란, 피로감, 어지럼증, 실신",허파고혈압에 의한 우좌단락
65dc4c78da45daab46acd89a,원발성 폐동맥고혈압,특발성 폐동맥 고혈압\n(idiopathic pulmonary arterial hypertension(IPAH))\n폐동맥압 상승\n(elevated pulmonary artery pressure)\n혈전성 폐 동맥병증\n(thrombotic pulmonary arteriopathy(TPA))\n얼기형성 폐 동맥병증\n(plexogenic pulmonary arteriopathy)\n특발성 폐 고혈압\n(idiopathic pulmonary hypertension)\n전모세혈관성 폐 고혈압\n(precapillary pulmonary hypertension),"만성피로, 복수, 빈맥성 부정맥, 실신, 운동 시 호흡곤란, 전신부종, 흉통",원인을 규명할 수 없는 특발성인 경우가 많으나 최근에는 이들 중 원인을 발견해 감에 따라 특발성인 경우가 점차 감소되고 있음
65dc4c7bda45daab46acd89c,"동안실행증(失行症), 코간형","선천성 동안실행증\n(Congenital Ocular motor apraxia )\n동안실행증, 코간형\n( Oculomotor apraxia, Cogan type)","수평 안구 운동의 장애와 이를 보상하기 위한 머리의 움직임\n사시, 발달지연, 언어장애\n드물게 신장 기능 이상",아직 정확한 발생기전은 알려져 있지 않다.
65dc4c7dda45daab46acd89e,컨스-세이어증후군,"Chronic progressive external ophthalmoplegia and myopathy\nChronic progressive external ophthalmoplegia with ragged red fibers\nMitochondrial cytopathy\nOcculocraniosomatic syndrome (obsolete)\nOphthalmoplegia, pigmentary degeneration of the retina and cadiomyopathy\nOphthalmoplegia plus syndrome","20세 이전에 발생하는 점진적으로 진행하는 눈 운동의 장애, 눈꺼풀 처짐, 안윤근의 약화. 색소망막병변과 심장 전도장애. 소뇌 운동실조, 근위 근육 약화, 당뇨병, 성장호르몬 결핍, 부갑상선기증저하증, 기타 내분비 질환",미토콘드리아 DNA의 결함
65dc4c80da45daab46acd8a0,만성 진행성 외안근마비,컨스-세이어증후군\n(Kearns-Sayre syndrome)\n눈두개체성신경근 장애\n(oculocraniosomatic disorder)\n불균일적색근섬유를 동반한 눈두개체성 장애 또는 눈두개체성 신경근 장애\n(oculocranionsomatic neuromuscular disorder with ragged red fibers),소아청소년기부터 성인기에 발생하는 외안근 및 눈꺼풀올림근에 근육퇴행위축이 천천히 진행하는 질환. 눈꺼풀처짐과 안근마비를 보임,"이 질환의 최대 60%는 미토콘드리아 DNA(의 결실, 다른 원인으로 미토콘드리아 DNA(mtDNA)를 유지하기 위한 핵 DNA(nDNA)의 결함."
65dc4c82da45daab46acd8a2,상세불명의 유전성 망막디스트로피,Retinal dystrophy,"시력저하, 색각이상, 시야결손, 야맹증",유전자 이상
65dc4c84da45daab46acd8a4,레베르 선천성 흑암시,망막 기원의 선천성 흑암시\n(Congenital amaurosis of retinal origin)\n선천성 망막 실명\n(Congenital retinal blindness)\n망막의 유전성 상피 이형성증\n(Hereditary epithelial dysplasia of retina)\n유전성 망막 무형성증\n(Hereditary retinal aplasia)\n선천성 유전병증\n(Heredoretinopathia congenitalis),"시력소실, 사시, 눈떨림, 눈부심, 백내장, 원추각막",유전자의 돌연변이
65dc4c87da45daab46acd8a6,스타르가르트병,"스타가르트 황반이양증\n(Stargardt's Macular Dystrophy)\n노란점 안저\n(fundus flavimaculatus)\nStargardt 1(STGD)\nMacular degeneration, juvenile\nMacular dystrophy with flecks\nRetinal dystrophy, early-onset severe","시력저하, 색맹현상",유전자이상
65dc4c89da45daab46acd8a8,베스트 병[노른자모양황반변성],성인 난황형 황반변성\n(Adult vitelliform macular dystrophy)\n연령과 관련된 황반변성\n(Age-related macular degeneration)\n열성 유전 베스트병\n(Autosomal recessive bestrophinopathy),시력 저하,유전자 돌연변이로 인한 황반 변성
65dc4c8eda45daab46acd8aa,색소망막염,진행성 망막색소병증 또는 망막색소변성증\n(Progressive Pigmentary Retinopathy),"시력 손상, 터널시야, 야맹증",유전자의 돌연변이
65dc4c90da45daab46acd8ac,일스 병,"연소성 재발성 망막 출혈증\n(Juvenile recurrent retinal hemorrhage)\n연소형 망막 혈관병증\n(angiopathia retinae juvenilis)\n망막정맥주위염\n(retinal periphlebitis, periphlebitis retinae)\n폐쇄성 혈관병증\n(obliterative vasculopathy)","비문증, 시력감퇴",특발성
65dc4c93da45daab46acd8ae,코츠망막병증,삼출성 망막병증\n(Exudative retinopathy)\n망막 모세혈관확장증\n(Retinal telangiectasis),"시력저하, 백색동공, 사시, 녹내장",특발성
65dc4c95da45daab46acd8b0,맥락막결손,범맥락막 위축\n(Chorioretinal dystrophy),"시야협착, 야맹증, 시력저하, 색 지각능력 (color perception) 저하",X-linked 유전으로 CHM gene 유전자 돌연변이로 인해 Rab escort protein 1 (REP1) 단백의 결실과 관련있음
65dc4c97da45daab46acd8b2,원추각막,구형각막\n(Keratoglobus)\n간질각막염\n(Interstitial keratitis)\n각막 디스트로피\n(corneal dystrophy)\nPellucid marginal degenerations,"근시, 난시, 눈부심(광선공포증), 복시, 야맹증, 시력저하",원인 미상
65dc4c9ada45daab46acd8b4,아벨리노 각막디스트로피 (동형접합),제2형 과립형각막이상증,시력감소,원인\n5번 염색체 장완에 위치하는 TGFBI 유전자의 돌연변이
65dc4c9cda45daab46acd8b6,코오간증후군,혈관염\n(vasculitis),"눈의 자극 및 통증, 시력 저하, 청력 저하, 어지러움증",알려져 있지 않음
65dc4c9eda45daab46acd8b8,척수공동증 및 연수공동증,척수공동증\n(syringomyelia )\n연구공동증\n( syringobulbia),"발목 떨굼 변형, 감각 저하, 안구진탕, 척추측만, 현기증",유전자 이상
65dc4ca1da45daab46acd8ba,포도당 수송자 1 결핍증,없음,"간질성 뇌증후군, 신경발달지연, 운동실조와 강직, 진행성 두위 감소에 의한 후천성 소두증, 언어장애, 인지장애",SLC2A1 유전자 변이
65dc4ca6da45daab46acd8bc,복합부위통증증후군 Ⅱ형,"반사성교감신경이영양증\n(Reflex Sympathetic Dystrophy, RSD)\n동통성 영양장애\n(Algodystrophy)\n반사 신경혈관 영양장애\n(Reflex Neurovascular Dystrophy)\n동통성 신경영양장애\n(Algoneurodystrophy)\n수덱 위축증\n(Sudeck's Atrophy)\n반사성교감신경이영양증 증후군\n(Reflex Sympathetic Dystrophy Syndrome, RSDS)","자발통, 이질통, 감각이상, 땀분비이상, 피부의 이영양성 변화, 운동범위의 제한이나 근력의 약화, 떨림, 경직","정확한 원인은 알려지지 않았음.\n유발인자 - 외상, 수술, 발치, 환지통 (환상통, Phantom limb pain), 단단통\n(절단통증, Stump pain), 뇌혈관장애, 심혈관질환 등"
65dc4ca8da45daab46acd8be,복합부위통증증후군 I형,작열통 증후군\n(Causalgia Syndrome),"자발통, 이질통, 감각이상, 땀분비이상, 피부의 이영양성 변화, 운동범위의 제한이나 근력의 약화, 떨림, 경직","정확한 원인은 알려지지 않았음.\n유발인자 - 외상, 수술, 발치, 환지통 (환상통, Phantom limb pain), 단단통\n(절단통증, Stump pain), 뇌혈관장애, 심혈관질환 등"
65dc4caada45daab46acd8c0,람베르트-이튼증후군,이튼-람베르트 증후군\n(Eaton-Lambert Syndrome )\n람베르트-이튼 증후군\n( Lambert-Eaton Syndrome )\n람베르트-이튼의 근무력 증후군\n( myasthenic syndrome of Lambert-Eaton )\n람베르트-이튼 증후군\n( LEMS),"골반과 대퇴부 근육이 약해지고 피로해짐, 구강 건조증, 구음장애, 땀 감소, 발기부전, 변비, 소세포폐암(환자의 60%)",자가면역질환
65dc4cadda45daab46acd8c2,봉입체 근염,피부근염\n(Dermatomyositis)\n다발성근염\n(Polymyositis),"봉입체근염은 특발염증근육병으로 분류되며 주로 45세 이후 늦은 나이에 발병하고, 서서히 진행하는 근력 저하를 보임. 근육 염증 질환","아직 확실히 밝혀지지 않았으나, 면역학적, 유전적인 요인과 환경적인 요인의 상호작용에 의해서 발생"
65dc4cafda45daab46acd8c4,주기마비(가족성) 저칼륨혈성,없음,근육 약화,"CACNA1S, SCN4A 유전자 변이"
65dc4cb2da45daab46acd8c6,유전성 근병증 NOS,선천성 근병증\n(congenital myopathy )\n미토콘드리아 근병증\n( Mitochondrial myopathy )\n대사성 근병증\n( Metabolic myopathy )\n근긴장디스트로피\n( Myotonic dystrophy )\n근디스트로피\n( Muscular dystrophy ),"근긴장도 저하, 근육 약화, 근병성 얼굴, 호흡장애, 심장기능 저하",유전자의 돌연변이
65dc4cb4da45daab46acd8c8,달리 분류되지 않은 미토콘드리아근병증,"선천성 근병증\n(congenital myopathy )\n사립체 질환\n( mitochondrial disease )\n만성진행외안근마비\n( chronic progressive external ophthalmoplegia; CPEO )\n컨스-세이어증후군\n( Kearns-Sayre syndrome; KSS )\n멜라스 증후군\n( Mitochondrial myopathy, Encephalopathy, Lactic acidosis, and Stroke-like episodes; MELAS )\nMERRF 증후군\n( Myoclonic Epilepsy associated with Ragged Red Fibers )\n아급성 괴사성 뇌병증\n( Subacute necrotizing encephalopathy, Leigh syndrome)","근력약화, 운동불내증, 외안근 마비, 사시, 뇌병증, 발작, 심장기능 저하, 부정맥, 성장저하, 당뇨병",미토콘드리아 이상
65dc4cb7da45daab46acd8ca,멜라스증후군,컨스-세이어증후군\n(Kearns-Sayre syndrome)\nMERRF증후군\n(Myoclonus Epilepsy associated with Ragged-Red Fibers)\n리병\n(Leigh disease),"근육장애, 두통, 인지장애, 뇌전증, 뇌졸중양증상, 발달장애, 학습장애, 경련, 안면근육장애, 오심, 구토, 저신장, 안근마비, 청력손상, 심장 전도장애, 말단신경염, 허혈성대장염",미토콘드리아유전자(mtDNA) 변이
65dc4cb9da45daab46acd8cc,중심핵 병,없음,"근위약, 고관절 탈구, 척추 변형, 악성 고열",RYR1 유전자의 변이
65dc4cbbda45daab46acd8ce,선천성 근병증,중심핵병\n(central core disease )\n네말린 근병증\n( nemaline myopathy )\n근세관성(중심핵성) 근병증\n( myotubular(centronuclear) myopathy )\n근섬유형 불균형\n( congenital fiber-type disproportion),"근긴장도 저하, 근육 약화, 관절 구축, 근병성 얼굴, 호흡장애, 심장기능 저하, 부정맥","MTM1, NEB, ACTA1, TPM2, TPM3, TNNT1, CFL2, LMOD3, RYR1 등의 유전자의 돌연변이"
65dc4cc0da45daab46acd8d0,선천성 근디스트로피 NOS,메로신 결핍 선천 근디스트로피\n(Merosin-deficient congenital muscular dystrophy )\n울리히 선천 근디스트로피\n( Ullrich congenital muscular dystrophy )\n후쿠야마 선천 근디스트로피\n( Fukuyama congenital muscular dystrophy )\n근육-눈-뇌 병\n( Muscle-Eye-Brain disease),"근력저하, 근 긴장도 저하, 운동발달지연, 고도근시, 망막형성 장애, 백내장, 중추신경계 기형, 심장기능 저하, 호흡부전",유전자의 돌연변이
65dc4cc3da45daab46acd8d2,워커-워버그 증후군,"HARD 증후군\n(Hydrocephalus, agyria, and retinal dysplasia)\nHARDE 증후군\n(Hydrocephalus, agyria, retinal dysplasia and encephalocele)","선천성 근병증, 뇌 구조 이상, 눈 발달 이상",유전자 돌연변이. 상염색체 열성 유전
65dc4cc5da45daab46acd8d4,미세심 병,선천성 근병증\n(congenital myopathy )\n다중미세심 병\n( Multiminicore disease )\n경직척주 증후군\n( Rigid spine syndrome),"근긴장도 저하, 근육 약화, 경직척주, 척추측만증, 관절 구축, 눈근육 마비, 호흡장애, 심장기능 저하",유전자의 돌연변이
65dc4cc8da45daab46acd8d6,다발심 병,없음,"저긴장증, 근위약, 눈근육마비, 척추강직, 척추측만, 호흡곤란","유전자(SEPN1, RYR1 등) 돌연변이"
65dc4ccada45daab46acd8d8,네말린근병증,"소간상체 근육병증 또는 네말린 근병변\n(Nemaline Myopathy, NM)\n선천성 간소체병\n(Congenital Rod Disease)\n간소체 근육병증\n(Rod Myopathy)","근 위약, 근 긴장도 저하, 척추 등 골격계 변형, 호흡부전, 삼킴 장애",12개 이상의 유전자 돌연변이
65dc4cccda45daab46acd8da,근세관성 (중심핵성) 근병증,상염색체 우성 중심핵근육병증\n(Autosomal Dominant Centronuclear Myopathy)\n상염색체 열성 중심핵근육병증\n(Autosomal Recessive Centronuclear Myopathy),"근력 약화, 근긴장도 저하, 호흡 곤란, 삼킴 장애","MTM1, DNM2, BIN1 등 여러 유전자 돌연변이"
